Product,State,zip3,length
Mortgage,PA,0,573
Credit card or prepaid card,NY,109,425
Student loan,AZ,850,570
Credit card or prepaid card,IA,522,408
Student loan,KY,0,260
Student loan,IN,467,1132
Credit card or prepaid card,FL,330,992
Mortgage,CT,66,2893
Vehicle loan or lease,OK,741,1951
Student loan,KY,400,2233
Mortgage,CA,930,1862
Mortgage,FL,327,2264
Mortgage,MD,207,534
Credit card or prepaid card,IL,606,1769
Mortgage,NV,891,619
Credit card or prepaid card,FL,338,1430
Credit card or prepaid card,CO,805,929
Student loan,CA,900,1993
Vehicle loan or lease,IL,608,1444
Student loan,NY,115,676
Mortgage,NJ,0,3062
Student loan,PA,0,3500
Credit card or prepaid card,NY,0,881
Credit card or prepaid card,TX,787,715
Mortgage,PA,193,326
Student loan,TX,787,1506
Credit card or prepaid card,GA,0,629
Mortgage,TX,774,1743
Credit card or prepaid card,CA,920,2473
Credit card or prepaid card,SC,292,742
Student loan,KY,405,297
Mortgage,FL,334,974
Credit card or prepaid card,IL,605,1532
Credit card or prepaid card,NY,142,1239
Credit card or prepaid card,CA,0,832
Credit card or prepaid card,VA,201,2737
Mortgage,NE,0,1117
Mortgage,MO,631,399
Credit card or prepaid card,TX,752,573
Credit card or prepaid card,CA,900,1384
Student loan,PA,174,517
Mortgage,NY,113,1048
Mortgage,MD,209,711
Mortgage,SC,295,2264
Mortgage,CA,925,678
Vehicle loan or lease,CA,913,575
Credit card or prepaid card,TX,774,1234
Credit card or prepaid card,FL,320,1210
Credit card or prepaid card,MA,23,312
Student loan,CO,800,262
Credit card or prepaid card,PA,0,336
Credit card or prepaid card,MN,0,1874
Mortgage,WA,985,1099
Mortgage,NC,282,384
Credit card or prepaid card,OR,0,317
Student loan,OR,0,3135
Credit card or prepaid card,FL,0,985
Mortgage,CA,956,9465
Mortgage,IL,0,10574
Credit card or prepaid card,TN,370,1865
Credit card or prepaid card,NM,0,1743
Mortgage,MA,18,2730
Mortgage,NC,285,2110
Mortgage,NV,890,529
Mortgage,FL,347,857
Student loan,ND,581,10225
Credit card or prepaid card,GA,303,432
Credit card or prepaid card,SC,291,2379
Vehicle loan or lease,GA,0,5819
Student loan,WA,0,1825
Mortgage,PA,152,1608
Mortgage,MI,0,2246
Mortgage,CA,926,3240
Credit card or prepaid card,KY,0,503
Mortgage,LA,0,6302
Credit card or prepaid card,WA,0,396
Credit card or prepaid card,TX,750,958
Mortgage,IN,463,1145
Vehicle loan or lease,OH,451,3432
Credit card or prepaid card,OH,0,430
Mortgage,IL,604,251
Vehicle loan or lease,GA,302,453
Mortgage,MI,494,987
Mortgage,CA,920,953
Mortgage,TX,750,1078
Mortgage,MO,630,3706
Vehicle loan or lease,GA,310,406
Credit card or prepaid card,WI,530,1069
Credit card or prepaid card,TX,774,1308
Mortgage,LA,704,1996
Mortgage,NV,890,2120
Student loan,KY,402,1291
Student loan,TX,750,211
Student loan,WA,981,2062
Credit card or prepaid card,NY,0,2446
Credit card or prepaid card,CA,0,2785
Mortgage,CA,902,674
Mortgage,CA,903,894
Mortgage,CA,926,1004
Credit card or prepaid card,FL,0,658
Mortgage,TX,760,529
Credit card or prepaid card,AZ,852,1482
Credit card or prepaid card,VA,0,1663
Mortgage,OK,748,5480
Credit card or prepaid card,CA,952,1810
Mortgage,TX,0,1514
Mortgage,CA,922,1009
Credit card or prepaid card,TN,381,1122
Mortgage,MN,0,1702
Credit card or prepaid card,CA,945,931
Mortgage,MS,391,276
Student loan,CA,956,1923
Mortgage,PA,191,3150
Student loan,MI,481,1899
Mortgage,NJ,89,1225
Mortgage,FL,336,3118
Mortgage,IL,601,634
Credit card or prepaid card,NY,0,241
Credit card or prepaid card,CT,0,3018
Credit card or prepaid card,FL,331,528
Mortgage,CA,0,1754
Mortgage,NH,0,2052
Credit card or prepaid card,AZ,852,3286
Mortgage,GA,300,448
Mortgage,WA,981,4720
Vehicle loan or lease,TX,797,312
Vehicle loan or lease,MA,0,586
Mortgage,FL,0,549
Student loan,NY,112,924
Mortgage,IL,0,1104
Mortgage,MD,209,1297
Student loan,OH,0,735
Credit card or prepaid card,CA,945,2084
Student loan,IL,604,498
Student loan,PA,191,359
Mortgage,TX,770,1767
Mortgage,NV,891,2167
Credit card or prepaid card,NY,109,235
Mortgage,NY,0,1901
Credit card or prepaid card,UT,840,589
Mortgage,ME,0,1448
Credit card or prepaid card,NY,148,1597
Mortgage,NV,0,973
Vehicle loan or lease,TX,0,2365
Mortgage,CA,936,2648
Student loan,DC,200,1228
Credit card or prepaid card,MI,481,1807
Mortgage,FL,336,426
Credit card or prepaid card,NY,112,84
Vehicle loan or lease,CA,902,1256
Mortgage,PA,194,1210
Credit card or prepaid card,TX,760,2235
Mortgage,IL,0,1193
Mortgage,CA,923,1079
Mortgage,NY,115,529
Student loan,FL,333,354
Vehicle loan or lease,TX,752,1252
Credit card or prepaid card,TX,761,2650
Mortgage,NY,117,1053
Credit card or prepaid card,FM,328,150
Credit card or prepaid card,CO,803,2447
Mortgage,FL,330,2919
Mortgage,NY,115,349
Vehicle loan or lease,NC,275,1665
Credit card or prepaid card,NV,891,1583
Credit card or prepaid card,VA,201,617
Credit card or prepaid card,VA,201,730
Vehicle loan or lease,IL,601,1507
Mortgage,TX,770,1212
Mortgage,MI,0,728
Credit card or prepaid card,TN,371,2629
Credit card or prepaid card,FL,330,291
Mortgage,MA,0,1476
Credit card or prepaid card,CA,906,413
Student loan,IL,601,1157
Credit card or prepaid card,MD,210,1199
Credit card or prepaid card,AZ,853,4228
Mortgage,PA,152,956
Credit card or prepaid card,CA,900,1745
Credit card or prepaid card,CA,0,2038
Mortgage,CA,900,1935
Credit card or prepaid card,TX,0,827
Mortgage,CA,910,832
Vehicle loan or lease,NJ,70,213
Student loan,TX,750,887
Student loan,ID,836,1034
Student loan,AZ,0,2298
Credit card or prepaid card,CA,950,474
Credit card or prepaid card,FL,334,1098
Mortgage,GA,300,2115
Mortgage,UNITED STATES MINOR OUTLYING ISLANDS,840,1642
Credit card or prepaid card,LA,700,532
Credit card or prepaid card,TX,786,1568
Mortgage,MI,0,2718
Mortgage,CT,68,1268
Credit card or prepaid card,IL,606,1778
Mortgage,AL,0,2840
Mortgage,TX,770,1818
Mortgage,GA,0,1489
Student loan,OH,436,1681
Credit card or prepaid card,OK,0,435
Vehicle loan or lease,WA,992,1481
Credit card or prepaid card,CA,946,500
Credit card or prepaid card,IL,604,681
Mortgage,IL,622,3590
Credit card or prepaid card,IL,601,830
Mortgage,TN,0,1521
Credit card or prepaid card,TX,0,1317
Credit card or prepaid card,PA,191,4093
Mortgage,IL,0,900
Mortgage,CA,936,1070
Mortgage,NJ,705,4870
Credit card or prepaid card,MA,0,2002
Vehicle loan or lease,NJ,79,779
Vehicle loan or lease,AK,995,547
Student loan,AR,0,1592
Mortgage,GA,301,1125
Student loan,TX,786,2887
Vehicle loan or lease,OH,430,605
Credit card or prepaid card,NJ,89,3777
Credit card or prepaid card,NY,0,3085
Vehicle loan or lease,NC,282,1953
Credit card or prepaid card,ND,585,1875
Mortgage,SC,294,7021
Student loan,WA,986,1038
Student loan,CA,922,217
Credit card or prepaid card,NJ,70,325
Mortgage,TN,378,1112
Credit card or prepaid card,VA,201,1922
Mortgage,PA,191,1094
Credit card or prepaid card,OH,432,839
Credit card or prepaid card,TX,770,991
Credit card or prepaid card,PA,191,440
Credit card or prepaid card,MO,633,796
Student loan,MI,484,1220
Mortgage,PA,194,2272
Vehicle loan or lease,MD,212,1037
Mortgage,VA,224,1420
Credit card or prepaid card,TX,750,1889
Credit card or prepaid card,CT,0,4146
Vehicle loan or lease,NC,276,904
Mortgage,VA,201,1678
Vehicle loan or lease,GA,301,1481
Credit card or prepaid card,NY,142,1820
Credit card or prepaid card,MI,0,786
Mortgage,RI,287,2213
Mortgage,SC,291,4312
Mortgage,GA,302,240
Mortgage,NY,122,3347
Credit card or prepaid card,UT,841,2206
Student loan,SC,296,875
Credit card or prepaid card,MI,482,349
Credit card or prepaid card,DE,199,1095
Credit card or prepaid card,NJ,80,628
Vehicle loan or lease,MD,0,460
Mortgage,NY,115,1274
Credit card or prepaid card,RI,28,2009
Credit card or prepaid card,CA,926,847
Student loan,GA,303,2400
Student loan,TX,0,929
Mortgage,FL,349,1015
Mortgage,NY,0,1829
Mortgage,CA,0,1992
Student loan,MD,0,846
Credit card or prepaid card,TX,750,1165
Credit card or prepaid card,CA,904,208
Credit card or prepaid card,NY,112,1995
Credit card or prepaid card,IA,0,922
Credit card or prepaid card,OR,972,3185
Credit card or prepaid card,CA,0,1748
Credit card or prepaid card,TN,379,108
Vehicle loan or lease,IN,462,1768
Credit card or prepaid card,CA,945,1574
Credit card or prepaid card,CA,941,663
Credit card or prepaid card,PA,196,888
Credit card or prepaid card,GA,0,593
Credit card or prepaid card,TX,0,535
Mortgage,FL,0,1541
Vehicle loan or lease,GA,300,1078
Mortgage,NJ,0,2769
Mortgage,NJ,0,1164
Credit card or prepaid card,GA,300,491
Mortgage,FL,328,1989
Credit card or prepaid card,MN,0,1408
Mortgage,SC,0,2860
Credit card or prepaid card,WA,980,1016
Mortgage,AK,997,1771
Credit card or prepaid card,NE,681,601
Student loan,NY,0,604
Credit card or prepaid card,CA,935,2660
Student loan,VA,0,2462
Student loan,TX,781,357
Mortgage,GA,300,2871
Vehicle loan or lease,CA,900,977
Student loan,TX,770,381
Mortgage,IL,600,3886
Credit card or prepaid card,FL,331,1119
Mortgage,WI,0,1695
Mortgage,LA,701,1061
Credit card or prepaid card,WV,0,1365
Mortgage,IL,606,1841
Credit card or prepaid card,None,0,769
Credit card or prepaid card,NY,115,412
Vehicle loan or lease,CT,0,1235
Mortgage,PA,191,95
Credit card or prepaid card,NC,274,1986
Vehicle loan or lease,GA,302,969
Student loan,NY,0,694
Vehicle loan or lease,VA,220,989
Student loan,TN,370,1631
Credit card or prepaid card,FL,0,513
Mortgage,TX,0,2758
Mortgage,WA,980,1241
Credit card or prepaid card,WI,0,920
Student loan,NY,144,1600
Credit card or prepaid card,NY,112,313
Mortgage,WI,547,5742
Mortgage,AZ,853,2995
Mortgage,UT,840,1944
Mortgage,CA,923,305
Mortgage,AL,368,700
Student loan,GA,300,364
Student loan,NY,113,1626
Mortgage,WI,0,1309
Mortgage,CA,0,1743
Student loan,FL,321,1472
Mortgage,AZ,852,560
Mortgage,NV,894,169
Credit card or prepaid card,NJ,70,1395
Credit card or prepaid card,NH,30,1196
Mortgage,MO,640,2361
Credit card or prepaid card,PA,0,5809
Credit card or prepaid card,WY,820,1011
Mortgage,GA,301,1971
Credit card or prepaid card,CA,952,501
Mortgage,CA,928,1146
Mortgage,NV,890,1819
Credit card or prepaid card,TX,773,1912
Mortgage,NH,30,1169
Student loan,LA,708,2211
Mortgage,NJ,875,2058
Credit card or prepaid card,TX,773,875
Student loan,GA,303,2384
Mortgage,GA,302,2490
Mortgage,NJ,0,1901
Mortgage,SC,295,988
Credit card or prepaid card,CA,930,3074
Mortgage,NE,681,652
Mortgage,MD,211,954
Mortgage,PA,0,3633
Vehicle loan or lease,NC,282,818
Credit card or prepaid card,CA,921,800
Mortgage,NC,278,1684
Mortgage,TX,799,890
Student loan,OH,454,398
Credit card or prepaid card,CA,945,2292
Vehicle loan or lease,NC,276,319
Credit card or prepaid card,IL,600,1939
Vehicle loan or lease,PA,191,1135
Vehicle loan or lease,FL,334,1152
Credit card or prepaid card,CT,632,992
Credit card or prepaid card,CA,920,852
Credit card or prepaid card,CA,927,1576
Mortgage,SC,0,597
Student loan,CA,935,1125
Vehicle loan or lease,VA,0,2444
Student loan,OH,0,1671
Credit card or prepaid card,MD,0,2151
Credit card or prepaid card,OH,451,2337
Mortgage,CA,0,858
Credit card or prepaid card,FL,0,1542
Student loan,NY,109,4094
Vehicle loan or lease,GA,300,862
Mortgage,CT,0,2562
Credit card or prepaid card,TX,752,147
Credit card or prepaid card,IL,606,1597
Credit card or prepaid card,CO,802,1664
Student loan,CA,913,4304
Credit card or prepaid card,WV,254,2862
Student loan,TX,762,353
Vehicle loan or lease,NY,100,1093
Student loan,IL,601,527
Student loan,SC,294,1268
Credit card or prepaid card,NH,0,631
Credit card or prepaid card,MA,24,1927
Credit card or prepaid card,NY,120,586
Student loan,IN,472,1223
Mortgage,CA,945,548
Mortgage,GA,300,1117
Student loan,AP,963,331
Student loan,OR,0,1131
Credit card or prepaid card,TX,750,454
Credit card or prepaid card,AR,724,943
Credit card or prepaid card,HI,0,698
Student loan,FL,328,4461
Vehicle loan or lease,WV,0,883
Credit card or prepaid card,TX,761,409
Student loan,CA,941,401
Credit card or prepaid card,AZ,850,2446
Credit card or prepaid card,MO,630,2618
Mortgage,TX,761,1251
Student loan,AZ,0,1619
Student loan,NM,871,738
Mortgage,TX,787,4627
Credit card or prepaid card,CO,0,836
Student loan,MA,0,983
Mortgage,VA,240,859
Credit card or prepaid card,NV,890,579
Credit card or prepaid card,WI,0,5888
Mortgage,CA,917,943
Mortgage,FL,0,2848
Credit card or prepaid card,NY,100,272
Vehicle loan or lease,TX,773,703
Credit card or prepaid card,UT,840,1650
Credit card or prepaid card,CA,943,186
Mortgage,TX,0,1927
Vehicle loan or lease,FL,0,575
Mortgage,OR,973,3435
Mortgage,CA,926,543
Student loan,GA,302,2763
Mortgage,CA,920,2100
Vehicle loan or lease,NJ,80,1881
Credit card or prepaid card,FL,328,1051
Mortgage,CA,937,10131
Mortgage,NJ,70,1463
Credit card or prepaid card,MA,21,1142
Mortgage,NH,31,2389
Student loan,FL,334,490
Credit card or prepaid card,TX,750,1671
Credit card or prepaid card,AZ,850,1784
Mortgage,MS,0,1072
Student loan,TX,0,239
Credit card or prepaid card,IL,606,4737
Student loan,TN,0,827
Student loan,CO,800,1549
Student loan,UT,844,771
Vehicle loan or lease,FL,331,878
Vehicle loan or lease,TX,796,423
Vehicle loan or lease,CA,945,495
Credit card or prepaid card,MO,630,644
Student loan,MA,16,1994
Credit card or prepaid card,CA,959,625
Vehicle loan or lease,LA,712,161
Student loan,CO,0,1219
Student loan,NJ,70,496
Credit card or prepaid card,VA,221,289
Mortgage,TX,770,1979
Credit card or prepaid card,CA,957,775
Mortgage,IL,606,965
Credit card or prepaid card,CA,920,2255
Student loan,IA,0,153
Vehicle loan or lease,MA,0,903
Student loan,CA,0,279
Mortgage,PA,191,913
Mortgage,MD,207,210
Credit card or prepaid card,FL,323,956
Credit card or prepaid card,MD,207,1323
Mortgage,CA,933,2473
Student loan,MD,212,2888
Credit card or prepaid card,VA,0,1276
Credit card or prepaid card,TX,0,1162
Mortgage,WI,0,1074
Credit card or prepaid card,FL,331,2839
Credit card or prepaid card,CA,911,1054
Student loan,KS,0,2420
Credit card or prepaid card,NC,0,830
Credit card or prepaid card,NH,0,313
Credit card or prepaid card,MI,481,770
Mortgage,NY,0,979
Credit card or prepaid card,AZ,853,1727
Student loan,FL,330,650
Vehicle loan or lease,IL,606,759
Credit card or prepaid card,PA,170,257
Credit card or prepaid card,CA,917,223
Credit card or prepaid card,FL,331,1109
Mortgage,MA,23,765
Student loan,MN,0,292
Student loan,OR,0,1561
Student loan,MI,495,706
Credit card or prepaid card,TX,787,2983
Mortgage,CT,67,1375
Student loan,NJ,76,848
Mortgage,CA,0,1112
Mortgage,FL,334,627
Mortgage,CA,958,506
Mortgage,IL,606,1109
Student loan,OR,0,1126
Student loan,SC,0,1406
Credit card or prepaid card,CA,917,455
Vehicle loan or lease,AL,366,466
Vehicle loan or lease,NY,114,703
Student loan,MD,212,1471
Credit card or prepaid card,MI,0,435
Credit card or prepaid card,HI,967,110
Mortgage,MI,481,813
Vehicle loan or lease,CA,959,1462
Credit card or prepaid card,NC,280,986
Mortgage,NC,0,1174
Student loan,TX,0,1303
Mortgage,FL,0,278
Mortgage,NY,112,1084
Student loan,SC,0,757
Mortgage,VA,234,807
Student loan,TX,786,2848
Credit card or prepaid card,NJ,0,650
Credit card or prepaid card,NJ,89,1133
Mortgage,TX,774,447
Student loan,IL,600,429
Credit card or prepaid card,MI,483,957
Student loan,CA,0,1006
Student loan,CA,900,778
Student loan,AZ,851,2478
Mortgage,IN,468,1972
Credit card or prepaid card,CA,920,865
Vehicle loan or lease,FL,331,646
Credit card or prepaid card,CO,802,83
Student loan,TX,750,613
Mortgage,VA,0,540
Student loan,NY,0,579
Student loan,TX,765,3286
Credit card or prepaid card,TN,0,1206
Mortgage,NC,282,388
Mortgage,GA,0,752
Mortgage,VA,235,1568
Student loan,MA,0,2744
Vehicle loan or lease,CA,0,606
Vehicle loan or lease,NY,104,546
Vehicle loan or lease,MN,565,499
Credit card or prepaid card,PA,168,2329
Credit card or prepaid card,CO,808,1246
Mortgage,MI,480,2303
Vehicle loan or lease,SC,0,618
Mortgage,NC,276,683
Mortgage,MD,207,2108
Credit card or prepaid card,CA,0,954
Credit card or prepaid card,AR,727,1047
Credit card or prepaid card,NY,100,1343
Credit card or prepaid card,NC,275,1145
Credit card or prepaid card,FL,336,629
Student loan,OH,445,577
Credit card or prepaid card,CO,0,1294
Mortgage,TX,0,3399
Credit card or prepaid card,IA,525,1223
Credit card or prepaid card,AZ,852,716
Student loan,GA,314,2242
Credit card or prepaid card,CA,957,713
Mortgage,MI,489,1675
Vehicle loan or lease,NJ,77,755
Credit card or prepaid card,MN,553,1199
Vehicle loan or lease,AZ,852,3958
Credit card or prepaid card,CA,941,8972
Mortgage,MD,207,8130
Mortgage,MD,206,4150
Credit card or prepaid card,IL,605,794
Student loan,FL,327,691
Mortgage,FL,320,585
Credit card or prepaid card,CA,944,783
Credit card or prepaid card,FL,330,601
Credit card or prepaid card,CA,951,393
Credit card or prepaid card,CO,803,946
Credit card or prepaid card,IL,600,1098
Credit card or prepaid card,FL,0,666
Student loan,PA,152,1732
Mortgage,NV,891,3420
Mortgage,NJ,0,727
Vehicle loan or lease,PA,0,739
Credit card or prepaid card,NJ,711,369
Mortgage,WA,980,432
Mortgage,PA,168,853
Mortgage,NY,0,1083
Mortgage,PA,0,838
Mortgage,NY,0,2510
Student loan,NY,0,1872
Mortgage,FL,322,438
Mortgage,TX,0,987
Vehicle loan or lease,NJ,70,1535
Mortgage,FL,327,1431
Student loan,CT,68,268
Student loan,DC,200,1744
Mortgage,VA,221,867
Credit card or prepaid card,MA,23,379
Student loan,OH,430,841
Mortgage,VA,0,668
Mortgage,IL,0,1710
Student loan,CA,907,589
Credit card or prepaid card,SC,292,801
Credit card or prepaid card,MA,0,1393
Mortgage,CA,913,1047
Student loan,KS,672,4412
Student loan,TX,770,725
Mortgage,NV,0,84
Mortgage,WV,0,982
Mortgage,PA,184,8352
Credit card or prepaid card,LA,0,960
Mortgage,NC,272,903
Mortgage,TX,774,1469
Vehicle loan or lease,TX,770,2953
Credit card or prepaid card,CA,940,315
Credit card or prepaid card,AZ,0,726
Mortgage,KY,0,801
Mortgage,GA,0,993
Student loan,OH,0,1903
Credit card or prepaid card,RI,0,1077
Mortgage,AL,365,328
Mortgage,VA,238,1494
Student loan,FL,334,407
Mortgage,NY,134,1314
Student loan,PA,152,1785
